OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price
SO - 0005220,Online,WARE-PUJ1005,23/08/2019,29/01/2020,17/02/2020,19/02/2020,USD,14,12,269,25,5,0.3,1773.16,2244.5
SO - 0005221,Distributor,WARE-NMK1003,23/08/2019,29/01/2020,31/01/2020,05/02/2020,USD,23,3,139,18,3,0.08,699.48,1748.7
SO - 0005222,Online,WARE-XYS1001,23/08/2019,29/01/2020,09/02/2020,12/02/2020,USD,15,9,32,24,6,0.05,1615.24,3845.8
SO - 0005223,In-Store,WARE-NMK1003,23/08/2019,29/01/2020,10/02/2020,17/02/2020,USD,4,38,91,29,3.98,0.08,1990.84,2398.6
SO - 0005224,In-Store,WARE-NMK1003,01/12/2019,29/01/2020,06/02/2020,13/02/2020,USD,2,9,130,23,7.99,0.07,4276.81,5554.3
SO - 0005225,Online,WARE-MKL1006,23/08/2019,29/01/2020,11/02/2020,18/02/2020,USD,16,31,345,5,4.04,0.15,2630.55,3926.2
SO - 0005226,Wholesale,WARE-NMK1003,01/12/2019,29/01/2020,19/02/2020,20/02/2020,USD,26,28,158,31,4.01,0.05,3177.81,6231
SO - 0005227,Online,WARE-NMK1003,01/12/2019,29/01/2020,06/02/2020,11/02/2020,USD,12,33,139,12,2,0.05,4118.62,6056.8
SO - 0005228,In-Store,WARE-PUJ1005,23/08/2019,30/01/2020,07/02/2020,09/02/2020,USD,7,32,275,16,3.98,0.07,1327.4,2552.7
SO - 0005229,In-Store,WARE-UHY1004,01/12/2019,30/01/2020,05/02/2020,08/02/2020,USD,5,4,252,21,6.94,0.05,882.73,1038.5
SO - 0005230,In-Store,WARE-UHY1004,23/08/2019,30/01/2020,15/02/2020,16/02/2020,USD,1,50,244,13,3,0.08,5182.85,6244.4
SO - 0005231,In-Store,WARE-NMK1003,01/12/2019,30/01/2020,25/02/2020,02/03/2020,USD,9,11,179,42,8,0.05,1926.25,3852.5
SO - 0005232,In-Store,WARE-XYS1001,01/12/2019,30/01/2020,20/02/2020,25/02/2020,USD,5,29,55,17,4.98,0.1,2812.39,3906.1
SO - 0005233,Distributor,WARE-NMK1003,01/12/2019,30/01/2020,27/02/2020,05/03/2020,USD,22,27,176,41,1.01,0.2,111.62,227.8
SO - 0005234,In-Store,WARE-NMK1003,01/12/2019,30/01/2020,14/02/2020,16/02/2020,USD,6,47,185,43,6.02,0.1,1486.6,3457.2
SO - 0005235,In-Store,WARE-NMK1003,01/12/2019,30/01/2020,23/02/2020,26/02/2020,USD,4,32,199,24,7.94,0.05,1712.52,2412
SO - 0005236,Wholesale,WARE-NMK1003,01/12/2019,31/01/2020,19/02/2020,23/02/2020,USD,26,39,192,9,5.01,0.2,3285.41,4006.6
SO - 0005237,In-Store,WARE-MKL1006,23/08/2019,31/01/2020,19/02/2020,25/02/2020,USD,4,41,367,33,3.98,0.08,107.13,261.3
SO - 0005238,Online,WARE-NBV1002,01/12/2019,31/01/2020,22/02/2020,25/02/2020,USD,18,40,85,32,4.98,0.05,534.66,938
SO - 0005239,Online,WARE-PUJ1005,23/08/2019,31/01/2020,18/02/2020,27/02/2020,USD,16,15,269,32,3.03,0.05,2150.16,3028.4
SO - 0005240,Online,WARE-XYS1001,01/12/2019,31/01/2020,20/02/2020,21/02/2020,USD,16,19,30,28,8.01,0.1,1476.68,2546
SO - 0005241,Online,WARE-NBV1002,01/12/2019,31/01/2020,13/02/2020,22/02/2020,USD,20,24,67,1,0.97,0.2,124.35,214.4
SO - 0005242,Online,WARE-NMK1003,23/08/2019,31/01/2020,23/02/2020,24/02/2020,USD,13,32,131,19,6.01,0.1,96.48,214.4
SO - 0005243,Online,WARE-UHY1004,01/12/2019,01/02/2020,19/02/2020,27/02/2020,USD,19,25,216,32,4.99,0.05,1922.9,3845.8
SO - 0005244,Wholesale,WARE-XYS1001,01/12/2019,01/02/2020,09/02/2020,17/02/2020,USD,26,43,18,16,3,0.05,737.34,1038.5
SO - 0005245,In-Store,WARE-MKL1006,23/08/2019,01/02/2020,13/02/2020,18/02/2020,USD,1,10,338,37,8.02,0.2,93.8,234.5
SO - 0005246,Distributor,WARE-NMK1003,01/12/2019,01/02/2020,09/02/2020,17/02/2020,USD,22,15,186,14,5.01,0.05,443.21,904.5
SO - 0005247,In-Store,WARE-NMK1003,01/12/2019,01/02/2020,21/02/2020,23/02/2020,USD,10,17,109,31,2.98,0.08,1019.87,1728.6
SO - 0005248,In-Store,WARE-UHY1004,01/12/2019,01/02/2020,21/02/2020,28/02/2020,USD,7,6,244,23,4.01,0.05,312.35,743.7
SO - 0005249,In-Store,WARE-XYS1001,23/08/2019,02/02/2020,04/02/2020,09/02/2020,USD,1,15,9,9,7.96,0.2,632.08,1192.6
SO - 0005250,In-Store,WARE-UHY1004,01/12/2019,02/02/2020,14/02/2020,21/02/2020,USD,5,28,205,37,2.98,0.08,1392.93,2211
SO - 0005251,In-Store,WARE-NMK1003,01/12/2019,02/02/2020,05/02/2020,11/02/2020,USD,3,1,111,13,7.01,0.1,502.5,837.5
SO - 0005252,In-Store,WARE-NMK1003,01/12/2019,02/02/2020,07/02/2020,14/02/2020,USD,11,45,177,35,6.94,0.05,1603.71,2505.8
SO - 0005253,Wholesale,WARE-NMK1003,01/12/2019,02/02/2020,19/02/2020,23/02/2020,USD,27,33,155,19,0.98,0.1,114.64,194.3
SO - 0005254,Online,WARE-XYS1001,23/08/2019,02/02/2020,11/02/2020,20/02/2020,USD,16,35,18,24,3,0.08,1181.88,1969.8
SO - 0005255,Online,WARE-XYS1001,23/08/2019,02/02/2020,27/02/2020,06/03/2020,USD,17,13,20,15,1.98,0.08,1485.79,1929.6
SO - 0005256,In-Store,WARE-PUJ1005,01/12/2019,02/02/2020,09/02/2020,14/02/2020,USD,3,21,314,11,1.99,0.1,95.54,207.7
SO - 0005257,In-Store,WARE-UHY1004,01/12/2019,02/02/2020,11/02/2020,15/02/2020,USD,10,33,226,16,7.01,0.08,3046.76,3906.1
SO - 0005258,Wholesale,WARE-PUJ1005,01/12/2019,02/02/2020,11/02/2020,14/02/2020,USD,27,14,281,34,2.98,0.4,3025.85,3879.3
SO - 0005259,In-Store,WARE-NBV1002,23/08/2019,02/02/2020,04/02/2020,13/02/2020,USD,4,48,75,38,7.96,0.05,1999.82,2438.8
SO - 0005260,Online,WARE-UHY1004,23/08/2019,03/02/2020,20/02/2020,23/02/2020,USD,19,12,259,21,6.98,0.05,1070.66,2278
SO - 0005261,In-Store,WARE-NMK1003,01/12/2019,03/02/2020,01/03/2020,07/03/2020,USD,7,33,144,41,4.97,0.07,4803.03,6237.7
SO - 0005262,Online,WARE-PUJ1005,01/12/2019,03/02/2020,07/02/2020,16/02/2020,USD,20,7,261,42,3.99,0.05,4180.93,5098.7
SO - 0005263,Distributor,WARE-PUJ1005,01/12/2019,03/02/2020,22/02/2020,26/02/2020,USD,25,10,311,13,1.03,0.08,1515.54,1943
SO - 0005264,Online,WARE-UHY1004,23/08/2019,03/02/2020,02/03/2020,11/03/2020,USD,19,23,210,19,5.99,0.05,354.36,824.1
SO - 0005265,Distributor,WARE-PUJ1005,23/08/2019,03/02/2020,08/02/2020,10/02/2020,USD,21,23,269,10,2.99,0.3,600.32,1072
SO - 0005266,In-Store,WARE-NBV1002,01/12/2019,03/02/2020,24/02/2020,27/02/2020,USD,1,31,71,21,5.99,0.15,1904.48,2539.3
SO - 0005267,Online,WARE-XYS1001,23/08/2019,03/02/2020,01/03/2020,06/03/2020,USD,16,21,45,10,2.99,0.08,1195.95,2345
SO - 0005268,Wholesale,WARE-PUJ1005,01/12/2019,03/02/2020,05/02/2020,12/02/2020,USD,28,3,298,8,6.98,0.4,563.81,1025.1
SO - 0005269,Distributor,WARE-XYS1001,01/12/2019,04/02/2020,21/02/2020,29/02/2020,USD,24,8,29,25,8,0.05,545.38,991.6
SO - 0005270,Online,WARE-NBV1002,01/12/2019,04/02/2020,16/02/2020,18/02/2020,USD,18,8,86,42,4.04,0.08,1735.3,2345
SO - 0005271,In-Store,WARE-XYS1001,01/12/2019,04/02/2020,19/02/2020,29/02/2020,USD,8,44,19,41,8.05,0.05,1276.35,1701.8
SO - 0005272,In-Store,WARE-NBV1002,01/12/2019,04/02/2020,03/03/2020,11/03/2020,USD,11,27,63,22,4.99,0.2,123.68,174.2
SO - 0005273,In-Store,WARE-PUJ1005,23/08/2019,04/02/2020,15/02/2020,21/02/2020,USD,8,17,275,42,7.03,0.15,868.05,1058.6
SO - 0005274,Distributor,WARE-NBV1002,01/12/2019,04/02/2020,09/02/2020,12/02/2020,USD,21,3,64,6,3.98,0.05,2379.84,3966.4
SO - 0005275,Distributor,WARE-UHY1004,23/08/2019,05/02/2020,03/03/2020,09/03/2020,USD,22,19,228,16,5.98,0.1,120.6,201
SO - 0005276,Distributor,WARE-NMK1003,01/12/2019,05/02/2020,29/02/2020,05/03/2020,USD,22,43,203,36,8.01,0.1,1462.21,2358.4
SO - 0005277,Wholesale,WARE-UHY1004,01/12/2019,05/02/2020,29/02/2020,06/03/2020,USD,28,9,237,17,6.03,0.15,3066.32,6257.8
SO - 0005278,In-Store,WARE-UHY1004,01/12/2019,05/02/2020,27/02/2020,02/03/2020,USD,7,18,229,5,7.01,0.15,689.16,931.3
SO - 0005279,Online,WARE-XYS1001,23/08/2019,05/02/2020,09/02/2020,11/02/2020,USD,18,9,25,31,1,0.05,750.4,1172.5
SO - 0005280,In-Store,WARE-MKL1006,23/08/2019,06/02/2020,29/02/2020,03/03/2020,USD,8,26,362,14,4.03,0.1,1288.34,1922.9
SO - 0005281,Online,WARE-NBV1002,01/12/2019,06/02/2020,12/02/2020,20/02/2020,USD,13,12,77,17,1.97,0.15,1098.8,2747
SO - 0005282,In-Store,WARE-UHY1004,01/12/2019,06/02/2020,16/02/2020,25/02/2020,USD,5,15,212,24,6.01,0.08,2267.35,5272.9
SO - 0005283,In-Store,WARE-NMK1003,01/12/2019,06/02/2020,12/02/2020,16/02/2020,USD,4,12,197,25,6.95,0.1,1640.83,2646.5
SO - 0005284,In-Store,WARE-MKL1006,23/08/2019,06/02/2020,18/02/2020,19/02/2020,USD,5,50,341,33,1.96,0.1,1874.93,3906.1
SO - 0005285,Online,WARE-UHY1004,23/08/2019,06/02/2020,27/02/2020,28/02/2020,USD,17,9,232,17,1.96,0.07,498.48,1038.5
SO - 0005286,In-Store,WARE-PUJ1005,01/12/2019,06/02/2020,14/02/2020,17/02/2020,USD,10,35,281,45,4.99,0.08,486.82,1159.1
SO - 0005287,In-Store,WARE-PUJ1005,01/12/2019,06/02/2020,19/02/2020,20/02/2020,USD,1,32,296,42,5.97,0.4,1167.14,2244.5
SO - 0005288,In-Store,WARE-PUJ1005,01/12/2019,06/02/2020,28/02/2020,29/02/2020,USD,10,17,289,29,6.97,0.05,1418.06,1708.5
SO - 0005289,Online,WARE-NMK1003,23/08/2019,07/02/2020,23/02/2020,04/03/2020,USD,20,43,110,38,1.02,0.15,830.8,1038.5
SO - 0005290,Online,WARE-NMK1003,01/12/2019,07/02/2020,24/02/2020,25/02/2020,USD,13,38,139,14,4.02,0.2,2069.5,3832.4
SO - 0005291,Online,WARE-NMK1003,23/08/2019,07/02/2020,03/03/2020,05/03/2020,USD,20,14,172,4,2.01,0.05,1379.93,1815.7
SO - 0005292,Online,WARE-UHY1004,01/12/2019,07/02/2020,22/02/2020,28/02/2020,USD,20,5,233,31,8,0.07,753.55,1092.1
SO - 0005293,Distributor,WARE-NMK1003,01/12/2019,07/02/2020,15/02/2020,19/02/2020,USD,22,35,178,8,4.96,0.1,540.29,1125.6
SO - 0005294,In-Store,WARE-PUJ1005,23/08/2019,07/02/2020,11/02/2020,12/02/2020,USD,3,6,312,8,7.02,0.05,139.36,214.4
SO - 0005295,Online,WARE-NBV1002,23/08/2019,08/02/2020,25/02/2020,01/03/2020,USD,15,44,71,1,6,0.15,2677.52,3477.3
SO - 0005296,In-Store,WARE-NMK1003,01/12/2019,08/02/2020,16/02/2020,24/02/2020,USD,5,24,108,28,3.01,0.05,713.55,1005
SO - 0005297,Wholesale,WARE-NMK1003,01/12/2019,08/02/2020,03/03/2020,07/03/2020,USD,26,9,118,17,8.03,0.08,1172.84,2606.3
SO - 0005298,In-Store,WARE-XYS1001,01/12/2019,08/02/2020,05/03/2020,13/03/2020,USD,11,2,40,37,2.01,0.08,2068.96,2586.2
SO - 0005299,Online,WARE-NMK1003,01/12/2019,08/02/2020,26/02/2020,04/03/2020,USD,16,8,110,35,2,0.2,4432.05,5909.4
SO - 0005300,Online,WARE-NMK1003,01/12/2019,08/02/2020,28/02/2020,03/03/2020,USD,16,34,201,41,6.01,0.05,1862.06,3879.3
SO - 0005301,In-Store,WARE-XYS1001,01/12/2019,09/02/2020,20/02/2020,28/02/2020,USD,9,39,5,21,0.98,0.1,175.67,254.6
SO - 0005302,Online,WARE-PUJ1005,01/12/2019,09/02/2020,13/02/2020,18/02/2020,USD,16,1,326,6,5.01,0.08,1018.13,1755.4
SO - 0005303,Online,WARE-UHY1004,23/08/2019,09/02/2020,13/02/2020,18/02/2020,USD,12,13,239,9,4.04,0.08,479.05,958.1
SO - 0005304,In-Store,WARE-UHY1004,01/12/2019,09/02/2020,03/03/2020,08/03/2020,USD,7,27,254,11,3.05,0.1,419.15,911.2
SO - 0005305,Wholesale,WARE-NMK1003,01/12/2019,09/02/2020,19/02/2020,20/02/2020,USD,28,46,96,20,3.03,0.1,446.89,971.5
SO - 0005306,Wholesale,WARE-NMK1003,23/08/2019,09/02/2020,05/03/2020,06/03/2020,USD,26,24,148,10,1.98,0.15,216.41,254.6
SO - 0005307,In-Store,WARE-UHY1004,23/08/2019,09/02/2020,24/02/2020,26/02/2020,USD,11,23,243,10,5.02,0.07,100.5,201
SO - 0005308,In-Store,WARE-NMK1003,01/12/2019,09/02/2020,17/02/2020,19/02/2020,USD,8,26,101,35,1.99,0.05,130.65,167.5
SO - 0005309,In-Store,WARE-MKL1006,01/12/2019,09/02/2020,07/03/2020,08/03/2020,USD,7,22,351,21,6.01,0.08,1653.69,3845.8
SO - 0005310,In-Store,WARE-NBV1002,23/08/2019,09/02/2020,15/02/2020,23/02/2020,USD,5,39,84,29,3.05,0.4,722.8,1165.8
SO - 0005311,Distributor,WARE-UHY1004,01/12/2019,10/02/2020,28/02/2020,02/03/2020,USD,24,9,238,37,1.04,0.1,526.22,1031.8
SO - 0005312,Online,WARE-XYS1001,01/12/2019,10/02/2020,27/02/2020,01/03/2020,USD,18,36,46,45,2.03,0.15,650.91,971.5
SO - 0005313,In-Store,WARE-NBV1002,01/12/2019,10/02/2020,07/03/2020,15/03/2020,USD,5,4,71,10,7.98,0.15,773.45,1045.2
SO - 0005314,Online,WARE-NMK1003,01/12/2019,10/02/2020,27/02/2020,04/03/2020,USD,19,28,166,17,6.99,0.05,2170.8,2680
SO - 0005315,Wholesale,WARE-NMK1003,01/12/2019,10/02/2020,24/02/2020,03/03/2020,USD,26,6,160,29,3.01,0.05,222.11,261.3
SO - 0005316,In-Store,WARE-UHY1004,01/12/2019,10/02/2020,17/02/2020,27/02/2020,USD,2,16,222,17,3.99,0.05,4428.43,6150.6
SO - 0005317,In-Store,WARE-NMK1003,23/08/2019,10/02/2020,29/02/2020,03/03/2020,USD,8,14,150,25,2.96,0.15,137.08,207.7
SO - 0005318,In-Store,WARE-XYS1001,23/08/2019,10/02/2020,18/02/2020,20/02/2020,USD,8,9,19,2,4.99,0.05,445.01,1085.4
SO - 0005319,In-Store,WARE-NBV1002,23/08/2019,10/02/2020,23/02/2020,25/02/2020,USD,9,38,58,40,6.96,0.08,4656.37,5969.7
SO - 0005320,Online,WARE-NBV1002,01/12/2019,10/02/2020,09/03/2020,15/03/2020,USD,13,12,59,4,4.01,0.05,2509.15,3584.5
SO - 0005321,Distributor,WARE-PUJ1005,23/08/2019,10/02/2020,18/02/2020,21/02/2020,USD,21,20,321,15,7,0.08,1414.1,2318.2
SO - 0005322,In-Store,WARE-NMK1003,01/12/2019,10/02/2020,23/02/2020,29/02/2020,USD,9,26,199,2,5,0.2,1304.49,2371.8
SO - 0005323,Online,WARE-NMK1003,01/12/2019,10/02/2020,23/02/2020,29/02/2020,USD,13,49,117,4,6,0.05,999.91,1922.9
SO - 0005324,Online,WARE-XYS1001,01/12/2019,11/02/2020,24/02/2020,29/02/2020,USD,14,50,15,42,6.07,0.3,641.19,971.5
SO - 0005325,In-Store,WARE-NMK1003,01/12/2019,11/02/2020,13/02/2020,20/02/2020,USD,10,44,135,29,5.99,0.3,633.95,1112.2
SO - 0005326,Online,WARE-PUJ1005,23/08/2019,11/02/2020,22/02/2020,27/02/2020,USD,18,49,317,10,7.02,0.15,771.04,917.9
SO - 0005327,In-Store,WARE-NBV1002,01/12/2019,11/02/2020,15/02/2020,19/02/2020,USD,2,9,60,31,8.04,0.3,596.37,864.3
SO - 0005328,In-Store,WARE-NMK1003,01/12/2019,11/02/2020,07/03/2020,14/03/2020,USD,9,46,128,16,2.02,0.05,868.32,1072
SO - 0005329,In-Store,WARE-NBV1002,01/12/2019,11/02/2020,28/02/2020,03/03/2020,USD,11,46,64,6,1.02,0.1,949.93,1862.6
SO - 0005330,In-Store,WARE-NMK1003,23/08/2019,11/02/2020,08/03/2020,13/03/2020,USD,7,39,192,27,0.99,0.08,1695.1,3852.5
SO - 0005331,Online,WARE-NBV1002,01/12/2019,11/02/2020,18/02/2020,23/02/2020,USD,13,15,83,8,3.01,0.05,560.92,1078.7
SO - 0005332,Distributor,WARE-NMK1003,01/12/2019,12/02/2020,16/02/2020,19/02/2020,USD,23,20,106,9,1.02,0.4,1860.99,3323.2
SO - 0005333,In-Store,WARE-NBV1002,01/12/2019,12/02/2020,09/03/2020,16/03/2020,USD,3,15,82,33,7.01,0.2,1154.54,2405.3
SO - 0005334,Distributor,WARE-MKL1006,23/08/2019,12/02/2020,06/03/2020,08/03/2020,USD,24,20,362,28,1,0.3,3541.42,5621.3
SO - 0005335,Distributor,WARE-NBV1002,01/12/2019,12/02/2020,14/02/2020,16/02/2020,USD,21,17,65,9,5.97,0.08,692.45,1065.3
SO - 0005336,Distributor,WARE-UHY1004,01/12/2019,12/02/2020,18/02/2020,24/02/2020,USD,22,33,251,13,7.99,0.07,2580.44,5266.2
SO - 0005337,Distributor,WARE-UHY1004,01/12/2019,12/02/2020,16/02/2020,17/02/2020,USD,23,21,231,17,7,0.05,3002.54,3899.4
SO - 0005338,Wholesale,WARE-NMK1003,23/08/2019,12/02/2020,09/03/2020,17/03/2020,USD,26,23,116,14,8.03,0.08,2257.16,3825.7
SO - 0005339,Distributor,WARE-PUJ1005,01/12/2019,12/02/2020,29/02/2020,06/03/2020,USD,24,8,316,17,0.97,0.05,3767.75,5460.5
SO - 0005340,Online,WARE-PUJ1005,01/12/2019,12/02/2020,09/03/2020,11/03/2020,USD,17,31,275,11,1.96,0.2,781.09,1165.8
SO - 0005341,In-Store,WARE-NMK1003,23/08/2019,13/02/2020,04/03/2020,10/03/2020,USD,9,34,97,16,7.02,0.1,3142.23,3879.3
SO - 0005342,Wholesale,WARE-XYS1001,01/12/2019,13/02/2020,12/03/2020,13/03/2020,USD,26,30,32,46,3.98,0.05,747.18,1098.8
SO - 0005343,Distributor,WARE-UHY1004,01/12/2019,13/02/2020,27/02/2020,05/03/2020,USD,24,12,254,28,2,0.4,1152.67,2619.7
SO - 0005344,Wholesale,WARE-XYS1001,01/12/2019,13/02/2020,10/03/2020,17/03/2020,USD,28,49,41,41,5.01,0.1,2273.31,3919.5
SO - 0005345,In-Store,WARE-PUJ1005,01/12/2019,13/02/2020,06/03/2020,11/03/2020,USD,4,49,321,26,3.97,0.07,136.68,268
SO - 0005346,Online,WARE-NMK1003,01/12/2019,13/02/2020,08/03/2020,09/03/2020,USD,16,44,171,1,7.01,0.2,759.78,1085.4
SO - 0005347,Online,WARE-NBV1002,01/12/2019,13/02/2020,06/03/2020,16/03/2020,USD,20,5,65,29,7.02,0.15,3236.1,3852.5
SO - 0005348,In-Store,WARE-XYS1001,23/08/2019,14/02/2020,08/03/2020,14/03/2020,USD,5,32,14,28,7,0.15,477.04,1192.6
SO - 0005349,Online,WARE-XYS1001,23/08/2019,14/02/2020,09/03/2020,17/03/2020,USD,15,32,57,9,4.98,0.05,134,167.5
SO - 0005350,Distributor,WARE-UHY1004,01/12/2019,14/02/2020,28/02/2020,05/03/2020,USD,22,10,244,43,6.01,0.1,457.28,703.5
SO - 0005351,In-Store,WARE-PUJ1005,01/12/2019,14/02/2020,29/02/2020,09/03/2020,USD,4,27,281,35,8.04,0.07,95.68,227.8
SO - 0005352,In-Store,WARE-XYS1001,23/08/2019,14/02/2020,07/03/2020,08/03/2020,USD,4,19,6,2,4.97,0.05,761.12,1072
SO - 0005353,In-Store,WARE-NMK1003,01/12/2019,14/02/2020,20/02/2020,25/02/2020,USD,11,20,91,29,3.99,0.07,1453.36,2505.8
SO - 0005354,Online,WARE-NMK1003,23/08/2019,14/02/2020,28/02/2020,08/03/2020,USD,12,4,201,29,4.99,0.4,588.13,891.1
SO - 0005355,Online,WARE-MKL1006,01/12/2019,15/02/2020,23/02/2020,28/02/2020,USD,19,26,336,41,1.01,0.05,2213.68,3953
SO - 0005356,In-Store,WARE-NMK1003,01/12/2019,15/02/2020,01/03/2020,07/03/2020,USD,4,36,171,4,1.01,0.1,2105.68,2599.6
SO - 0005357,Online,WARE-NMK1003,01/12/2019,15/02/2020,21/02/2020,29/02/2020,USD,15,41,167,24,0.98,0.1,759.78,1085.4
SO - 0005358,Online,WARE-NMK1003,01/12/2019,15/02/2020,13/03/2020,21/03/2020,USD,20,38,191,9,5.02,0.4,1046.54,1902.8
SO - 0005359,In-Store,WARE-NMK1003,01/12/2019,15/02/2020,02/03/2020,07/03/2020,USD,6,50,161,35,1,0.05,1427.3,1762.1
SO - 0005360,Distributor,WARE-PUJ1005,23/08/2019,15/02/2020,26/02/2020,04/03/2020,USD,22,3,284,1,6.99,0.05,490.04,1065.3
SO - 0005361,In-Store,WARE-NBV1002,23/08/2019,15/02/2020,19/02/2020,27/02/2020,USD,4,39,63,12,2.98,0.08,435.5,670
SO - 0005362,Online,WARE-UHY1004,23/08/2019,15/02/2020,26/02/2020,03/03/2020,USD,12,16,261,23,0.99,0.2,365.82,871
SO - 0005363,Online,WARE-XYS1001,01/12/2019,15/02/2020,25/02/2020,01/03/2020,USD,13,10,24,23,3,0.07,1784.88,2412
SO - 0005364,Distributor,WARE-NMK1003,01/12/2019,16/02/2020,04/03/2020,12/03/2020,USD,24,1,200,3,7.97,0.07,2045.18,2726.9
SO - 0005365,Online,WARE-XYS1001,01/12/2019,16/02/2020,24/02/2020,01/03/2020,USD,20,19,44,27,8.01,0.05,557.51,1051.9
SO - 0005366,Distributor,WARE-NMK1003,01/12/2019,16/02/2020,26/02/2020,28/02/2020,USD,25,16,113,19,3,0.3,3279.65,6559.3
SO - 0005367,In-Store,WARE-NMK1003,01/12/2019,16/02/2020,02/03/2020,07/03/2020,USD,1,3,101,17,8,0.07,1338.73,2525.9
SO - 0005368,Online,WARE-NBV1002,01/12/2019,16/02/2020,10/03/2020,18/03/2020,USD,20,9,65,46,5.98,0.05,1330.89,2559.4
SO - 0005369,Distributor,WARE-PUJ1005,01/12/2019,16/02/2020,05/03/2020,07/03/2020,USD,24,49,272,23,8.03,0.05,2318.33,3175.8
SO - 0005370,Online,WARE-NBV1002,23/08/2019,16/02/2020,22/02/2020,23/02/2020,USD,18,25,82,1,3.01,0.05,629.53,1085.4
SO - 0005371,In-Store,WARE-NMK1003,01/12/2019,16/02/2020,13/03/2020,18/03/2020,USD,11,43,141,36,5.98,0.1,2208.99,3155.7
SO - 0005372,Wholesale,WARE-NMK1003,01/12/2019,16/02/2020,27/02/2020,06/03/2020,USD,25,46,186,5,8.01,0.05,1355.54,1882.7
SO - 0005373,Online,WARE-MKL1006,01/12/2019,17/02/2020,12/03/2020,18/03/2020,USD,20,25,360,14,0.98,0.1,889.22,1058.6
SO - 0005374,Wholesale,WARE-MKL1006,01/12/2019,17/02/2020,26/02/2020,04/03/2020,USD,25,42,366,17,5.05,0.05,578.34,1112.2
SO - 0005375,In-Store,WARE-PUJ1005,01/12/2019,17/02/2020,29/02/2020,08/03/2020,USD,10,14,318,27,7,0.1,2724.49,4006.6
SO - 0005376,In-Store,WARE-MKL1006,01/12/2019,17/02/2020,04/03/2020,14/03/2020,USD,1,28,357,22,8.01,0.1,2269.02,3845.8
SO - 0005377,In-Store,WARE-NBV1002,23/08/2019,17/02/2020,12/03/2020,14/03/2020,USD,12,5,64,8,2,0.1,131.39,247.9
SO - 0005378,Distributor,WARE-MKL1006,01/12/2019,17/02/2020,08/03/2020,14/03/2020,USD,23,39,330,5,3.02,0.1,5148.28,6056.8
SO - 0005379,Distributor,WARE-MKL1006,01/12/2019,17/02/2020,16/03/2020,17/03/2020,USD,22,28,331,25,8.01,0.2,830.8,1340
SO - 0005380,Online,WARE-PUJ1005,01/12/2019,17/02/2020,24/02/2020,05/03/2020,USD,19,37,281,16,3.01,0.15,951.07,1118.9
SO - 0005381,Distributor,WARE-NMK1003,01/12/2019,18/02/2020,15/03/2020,19/03/2020,USD,25,44,104,30,5.97,0.07,127.57,227.8
SO - 0005382,In-Store,WARE-NMK1003,01/12/2019,18/02/2020,16/03/2020,20/03/2020,USD,6,38,142,33,1.97,0.07,4467.23,5956.3
SO - 0005383,In-Store,WARE-NMK1003,01/12/2019,18/02/2020,29/02/2020,03/03/2020,USD,9,45,107,4,0.96,0.05,526.62,877.7
SO - 0005384,Wholesale,WARE-NMK1003,01/12/2019,18/02/2020,02/03/2020,04/03/2020,USD,27,4,142,42,6,0.05,621.76,1072
SO - 0005385,Distributor,WARE-NMK1003,01/12/2019,18/02/2020,24/02/2020,28/02/2020,USD,22,2,124,25,2,0.2,681.26,1098.8
SO - 0005386,Distributor,WARE-UHY1004,01/12/2019,18/02/2020,14/03/2020,16/03/2020,USD,20,50,241,32,0.99,0.05,2754.3,3879.3
SO - 0005387,Online,WARE-NMK1003,23/08/2019,18/02/2020,29/02/2020,06/03/2020,USD,17,12,151,21,7.97,0.05,1356.08,3082
SO - 0005388,Distributor,WARE-NMK1003,01/12/2019,18/02/2020,22/02/2020,29/02/2020,USD,24,3,162,5,3,0.05,105.53,167.5
SO - 0005389,Distributor,WARE-XYS1001,01/12/2019,18/02/2020,22/02/2020,02/03/2020,USD,22,10,52,6,4.97,0.1,2785.86,5065.2
SO - 0005390,Online,WARE-UHY1004,01/12/2019,18/02/2020,28/02/2020,09/03/2020,USD,20,24,225,13,3.01,0.05,514.29,676.7
SO - 0005391,Distributor,WARE-UHY1004,01/12/2019,18/02/2020,04/03/2020,13/03/2020,USD,22,11,248,37,1.01,0.05,786.51,1829.1
SO - 0005392,In-Store,WARE-UHY1004,01/12/2019,18/02/2020,02/03/2020,10/03/2020,USD,7,9,218,4,6,0.15,835.76,1085.4
SO - 0005393,In-Store,WARE-NMK1003,01/12/2019,19/02/2020,05/03/2020,14/03/2020,USD,6,48,88,26,8,0.1,732.58,951.4
SO - 0005394,Wholesale,WARE-MKL1006,01/12/2019,19/02/2020,10/03/2020,20/03/2020,USD,26,11,354,8,1,0.2,715.02,1232.8
SO - 0005395,Wholesale,WARE-MKL1006,23/08/2019,19/02/2020,01/03/2020,05/03/2020,USD,26,15,356,35,7.99,0.07,536.2,1011.7
SO - 0005396,Distributor,WARE-PUJ1005,01/12/2019,19/02/2020,16/03/2020,17/03/2020,USD,24,15,319,18,4.05,0.05,542.7,1005
